,L/C Price,Sub Type,St#,St Name,City,Br/Ba,YrBuilt,Age,house_price,City Name,Address,Lat,Lng
3647,"$490,000 ",TWNHS/A,220 S,Aron PL  ,ANA,"3/2,1,0,0",1972/ASR,46,"490,000 ",Anaheim ,220 S Aron PL   Anaheim ,33.8293264,-117.9747696
3648,"$599,000 ",SFR/D,2027 W,Random DR  ,ANA,"3/2,0,0,0",1958/ASR,60,"599,000 ",Anaheim ,2027 W Random DR   Anaheim ,33.82459,-117.953706
3649,"$551,000 ",SFR/D,8424,Neptune DR  ,BP,"3/2,0,0,0",1958/ASR,60,"551,000 ",Buena Park ,8424 Neptune DR   Buena Park ,33.8418296,-117.9864477
3650,"$529,900 ",TWNHS/A,1787,Avenida Selva    #73,FUL,"3/2,0,0,0",1974/ASR,44,"529,900 ",Fullerton ,1787 Avenida Selva    #73 Fullerton ,33.890807,-117.967354
3651,"$459,990 ",CONDO/A,6236,Flower Creek LN   #51,YL,"3/1,1,1,0",1977/PUB,41,"459,990 ",Yorba Linda ,6236 Flower Creek LN   #51 Yorba Linda ,33.8668624,-117.7822719
3652,"$440,000 ",CONDO/A,1560,Silver Maple DR  ,LH,"3/2,0,1,0",1978/APP,40,"440,000 ",La Habra ,1560 Silver Maple DR   La Habra ,33.9263895,-117.9632154
3653,"$680,000 ",SFR/D,2610,Shady Valley LN  ,LH,"4/2,0,0,0",1962/EST,56,"680,000 ",La Habra ,2610 Shady Valley LN   La Habra ,33.9420888,-117.97581
3654,"$845,000 ",SFR/D,231,Eseverri LN  ,LHH,"5/3,0,0,0",1964/ASR,54,"845,000 ",La Habra Heights ,231 Eseverri LN   La Habra Heights ,33.9481295,-117.9603898
3655,"$350,000 ",CONDO,620 W,HYDE PARK    #314,ING,"2/2,0,0,0",1983,35,"350,000 ",Inglewood ,620 W HYDE PARK    #314 Inglewood ,33.9689614,-118.3640468
3656,"$845,000 ",SFR/D,1209,Forest ST  ,ING,"3/2,0,0,0",1925/ASR,93,"845,000 ",Inglewood ,1209 Forest ST   Inglewood ,33.9788648,-118.3570382
3657,"$810,000 ",SFR/D,5330 W,127th PL  ,HAWT,"3/2,0,0,0",1950/ASR,68,"810,000 ",Hawthorne ,5330 W 127th PL   Hawthorne ,33.9170329,-118.3732448
3658,"$1,300,000 ",SFR/D,5222,PACIFIC TER  ,HAWT,"4/2,0,1,0",2015,3,"1,300,000 ",Hawthorne ,5222 PACIFIC TER   Hawthorne ,33.9151792,-118.3733494
3659,"$680,000 ",TWNHS/D,12020,Fairmont CT  ,HAWT,"3/3,0,0,0",2013/APP,5,"680,000 ",Hawthorne ,12020 Fairmont CT   Hawthorne ,33.9226033,-118.3191571
3660,"$470,000 ",SFR/D,15222,Ardath AVE  ,GR,"2/1,0,0,0",1942/ASR,76,"470,000 ",Gardena ,15222 Ardath AVE   Gardena ,33.893099,-118.3237526
3661,"$512,500 ",TWNHS/A,16008,La Salle AVE   #10,GR,"3/2,0,1,0",1991/ASR,27,"512,500 ",Gardena ,16008 La Salle AVE   #10 Gardena ,33.8851928,-118.3054708
3662,"$399,000 ",TWNHS/A,1419 W,179th ST   #1,GR,"2/1,1,1,0",1982/ASR,36,"399,000 ",Gardena ,1419 W 179th ST   #1 Gardena ,33.868391,-118.2997498
3663,"$1,250,000 ",SFR/D,21076,Tomlee AVE  ,TORR,"3/3,0,0,0",1991/ASR,27,"1,250,000 ",Torrance ,21076 Tomlee AVE   Torrance ,33.8390925,-118.3736321
3664,"$670,000 ",SFR/D,1229,Amapola AVE  ,TORR,"2/1,0,0,0",1926/ASR,92,"670,000 ",Torrance ,1229 Amapola AVE   Torrance ,33.8354395,-118.3239809
3665,"$690,000 ",TWNHS/A,1877,Lincoln   ,TORR,"2/2,0,1,0",2018/BLD,0,"690,000 ",Torrance ,1877 Lincoln    Torrance ,33.8222192,-118.3146253
3666,"$650,000 ",SFR/D,21901,Acarus AVE  ,CARS,"4/2,0,0,0",1964/PUB,54,"650,000 ",Carson ,21901 Acarus AVE   Carson ,33.8296507,-118.2513603
3667,"$2,107,000 ",SFR/D,617,31ST ST  ,MANH,"3/2,0,0,0",1951/PUB,67,"2,107,000 ",Manhattan Beach ,617 31ST ST   Manhattan Beach ,33.8984499,-118.40902
3668,"$1,650,000 ",SFR/D,2553,Via Carrillo   ,PVE,"4/2,1,0,0",1960/ASR,58,"1,650,000 ",Palos Verdes Estates ,2553 Via Carrillo    Palos Verdes Estates ,33.7718445,-118.4123826
3669,"$1,470,000 ",SFR/D,5702,Whitecliff DR  ,RPV,"4/2,1,0,0",1963/PUB,55,"1,470,000 ",Rancho Palos Verdes ,5702 Whitecliff DR   Rancho Palos Verdes ,33.7616796,-118.3759381
3670,"$349,000 ",CONDO/A,1406,Brett PL   #116,SP,"1/1,0,0,0",1987/ASR,31,"349,000 ",San Pedro ,1406 Brett PL   #116 San Pedro ,33.7562193,-118.305998
3671,"$423,000 ",SFR/D,28772,Keri Lynn AVE  ,MUR,"4/2,1,0,0",2007/ASR,11,"423,000 ",Murrieta ,28772 Keri Lynn AVE   Murrieta ,33.6265584,-117.1567186
3672,"$651,000 ",SFR/D,39180,Wild Horse CIR  ,TEM,"4/4,0,1,0",2014/ASR,4,"651,000 ",Temecula ,39180 Wild Horse CIR   Temecula ,33.5515066,-117.1062755
3673,"$407,000 ",SFR/D,31885,Corte Algete   ,TEM,"4/3,0,0,0",1994/ASR,24,"407,000 ",Temecula ,31885 Corte Algete    Temecula ,33.4916189,-117.1053692
3674,"$450,000 ",SFR/D,30853,Mashie WAY  ,TEM,"2/2,0,0,0",1997/ASR,21,"450,000 ",Temecula ,30853 Mashie WAY   Temecula ,33.509867,-117.1201559
3675,"$453,000 ",SFR/D,31481,Loma Linda RD  ,TEM,"4/2,0,1,0",1995/ASR,23,"453,000 ",Temecula ,31481 Loma Linda RD   Temecula ,33.4722882,-117.1087919
3676,"$602,500 ",SFR/D,45573,Via Jaca   ,TEM,"4/3,1,0,0",1996/ASR,22,"602,500 ",Temecula ,45573 Via Jaca    Temecula ,33.4642472,-117.092532
3677,"$695,000 ",SFR/D,30235,Ynez RD  ,TEM,"3/3,0,0,0",1978/PUB,40,"695,000 ",Temecula ,30235 Ynez RD   Temecula ,33.4786018,-117.1275231
3678,"$1,125,000 ",SFR/A,42250,Cee Cee RD  ,TEM,"4/3,0,1,0",1987/ASR,31,"1,125,000 ",Temecula ,42250 Cee Cee RD   Temecula ,33.501257,-117.073648
3679,"$145,000 ",CONDO/A,43235,Andrade AVE   #K,HMT,"2/2,0,0,0",1989/ASR,29,"145,000 ",Hemet ,43235 Andrade AVE   #K Hemet ,33.749704,-116.907427
3680,"$228,000 ",MANL/D,26385,Truelson AVE  ,HMT,"3/2,0,0,0",1980/PUB,38,"228,000 ",Hemet ,26385 Truelson AVE   Hemet ,33.7375119,-117.0723518
3681,"$250,000 ",SFR/D,26375,Yale ST  ,HMT,"4/2,0,0,0",1958/ASR,60,"250,000 ",Hemet ,26375 Yale ST   Hemet ,33.7383951,-116.9502181
3682,"$315,900 ",SFR/D,1615,Cortina DR  ,SJCN,"4/2,0,0,0",2003/ASR,15,"315,900 ",San Jacinto ,1615 Cortina DR   San Jacinto ,33.8085955,-116.9800683
3683,"$250,000 ",MANL/D,28609,Avenida Estrella   ,QVLY,"3/2,0,0,0",2004/ASR,14,"250,000 ",Quail Valley ,28609 Avenida Estrella    Quail Valley ,33.7042913,-117.2344727
3684,"$327,000 ",SFR/D,27185,White CT  ,MENF,"3/2,0,0,0",2001/ASR,17,"327,000 ",Menifee ,27185 White CT   Menifee ,33.7349011,-117.1855467
3685,"$370,000 ",SFR/D,28263,Mariners WAY  ,MENF,"4/2,0,1,0",1990/APP,28,"370,000 ",Menifee ,28263 Mariners WAY   Menifee ,33.6816392,-117.1663552
3686,"$220,000 ",CONDO/A,3351,Evening Mist LN  ,PRS,"3/2,0,1,0",2006/ASR,12,"220,000 ",Perris ,3351 Evening Mist LN   Perris ,33.832488,-117.189293
3687,"$290,000 ",SFR/A,512,El Mirador RD  ,PRS,"4/2,0,0,0",1991/ASR,27,"290,000 ",Perris ,512 El Mirador RD   Perris ,33.806414,-117.2150875
3688,"$305,000 ",SFR/D,428,Feliz ST  ,PRS,"3/2,0,1,0",1991/SLR,27,"305,000 ",Perris ,428 Feliz ST   Perris ,33.791159,-117.2157306
3689,"$254,000 ",SFR/D,24980,Kagel ST  ,WILD,"3/2,0,0,0",2018/BLD,0,"254,000 ",Wildomar ,24980 Kagel ST   Wildomar ,33.6476335,-117.2237939
3690,"$445,000 ",SFR/D,2176,Cloverleaf CIR  ,COR,"3/2,0,0,0",1997/ASR,21,"445,000 ",Corona ,2176 Cloverleaf CIR   Corona ,33.9139342,-117.5922992
3691,"$470,000 ",SFR/D,2185,Wren AVE  ,COR,"4/2,0,0,0",1964/OTH,54,"470,000 ",Corona ,2185 Wren AVE   Corona ,33.8545431,-117.5566658
3692,"$519,900 ",SFR/D,1991,Cypress Point DR  ,COR,"4/2,0,0,0",1962/ASR,56,"519,900 ",Corona ,1991 Cypress Point DR   Corona ,33.8753704,-117.6072917
3693,"$525,000 ",SFR/D,1139,Ginger LN  ,COR,"4/3,0,0,0",1990/ASR,28,"525,000 ",Corona ,1139 Ginger LN   Corona ,33.9028727,-117.5291045
3694,"$500,000 ",SFR/D,14591,Olite DR  ,EVAL,"3/3,0,0,0",2013/ASR,5,"500,000 ",,14591 Olite DR   ,33.9545209,-117.6017212
3695,"$305,000 ",SFR/D,6166,Rhonda RD  ,RVSD,"4/2,0,0,0",1962/ASR,56,"305,000 ",Riverside (City) ,6166 Rhonda RD   Riverside (City) ,33.9597321,-117.4200991
3696,"$330,000 ",SFR/D,7564,Fern ST  ,RVSD,"3/1,0,0,0",1960/ASR,58,"330,000 ",Riverside (City) ,7564 Fern ST   Riverside (City) ,33.9297035,-117.4016384
3697,"$340,000 ",SFR/A,7459,Ysmael Villegas ST  ,RVSD,"3/2,0,0,0",1927/ASR,91,"340,000 ",Riverside (City) ,7459 Ysmael Villegas ST   Riverside (City) ,33.9324267,-117.4008237
3698,"$372,000 ",SFR/D,2361,Gloucester WAY  ,RVSD,"3/1,0,1,0",1957/ASR,61,"372,000 ",Riverside (City) ,2361 Gloucester WAY   Riverside (City) ,33.9531934,-117.3629559
3699,"$405,000 ",SFR/D,10611,Portsmouth CT  ,RVSD,"3/2,0,0,0",1976/ASR,42,"405,000 ",Riverside (City) ,10611 Portsmouth CT   Riverside (City) ,33.90143,-117.4611489
3700,"$415,000 ",SFR/D,7345,Ayers Rock RD  ,RVSD,"4/2,0,1,0",1995/ASR,23,"415,000 ",Riverside (City) ,7345 Ayers Rock RD   Riverside (City) ,33.9104073,-117.3200487
3701,"$510,000 ",SFR/D,15191,Golden Star AVE  ,RVSD,"3/2,0,0,0",1964/ASR,54,"510,000 ",Riverside (City) ,15191 Golden Star AVE   Riverside (City) ,33.899251,-117.375572
3702,"$315,000 ",SFR/D,11621,Kasba CIR  ,MORV,"4/2,0,0,0",1986/ASR,32,"315,000 ",Moreno Valley ,11621 Kasba CIR   Moreno Valley ,33.9522984,-117.2407426
3703,"$325,000 ",SFR/D,16800,Mediterranean DR  ,MORV,"3/2,0,0,0",1991/ASR,27,"325,000 ",Moreno Valley ,16800 Mediterranean DR   Moreno Valley ,33.876905,-117.2265212
3704,"$327,500 ",SFR/D,10365,Tributary DR  ,MORV,"3/2,0,0,0",1989/ASR,29,"327,500 ",Moreno Valley ,10365 Tributary DR   Moreno Valley ,33.9705356,-117.2665782
3705,"$385,000 ",SFR/D,21170,Lands End   ,MORV,"5/3,0,0,0",1991/ASR,27,"385,000 ",Moreno Valley ,21170 Lands End    Moreno Valley ,33.9516712,-117.2940901
3706,"$325,000 ",SFR/D,11454,Larchwood DR  ,FONT,"3/2,0,0,0",1986/ASR,32,"325,000 ",Fontana ,11454 Larchwood DR   Fontana ,34.0449266,-117.4915046
3707,"$381,000 ",SFR/D,16260,Windcrest DR  ,FONT,"3/2,0,1,0",2001/ASR,17,"381,000 ",Fontana ,16260 Windcrest DR   Fontana ,34.04747,-117.4498562
3708,"$481,500 ",SFR/D,16302,Pablo Creek LN  ,FONT,"3/2,0,1,0",2005/ASR,13,"481,500 ",Fontana ,16302 Pablo Creek LN   Fontana ,34.1414351,-117.4489168
3709,"$510,000 ",SFR/D,15599,Southwind AVE  ,FONT,"4/3,0,0,0",1999/ASR,19,"510,000 ",Fontana ,15599 Southwind AVE   Fontana ,34.1296997,-117.464494
3710,"$370,000 ",SFR/D,22412,De Berry ST  ,GRTR,"3/2,0,0,0",2007/PUB,11,"370,000 ",Grand Terrace ,22412 De Berry ST   Grand Terrace ,34.0304808,-117.3155305
3711,"$340,500 ",SFR/D,166,Fisher CT  ,CALI,"3/2,0,0,0",1989/ASR,29,"340,500 ",Calimesa ,166 Fisher CT   Calimesa ,34.00291199999999,-117.041756
3712,"$470,000 ",SFR/D,34470,Sunlight DR  ,YUCP,"3/2,0,0,0",1985/ASR,33,"470,000 ",Yucaipa ,34470 Sunlight DR   Yucaipa ,34.0191053,-117.0526065
3713,"$355,000 ",SFR/D,1140 N,2nd ST  ,CLTN,"3/2,0,0,0",1962/ASR,56,"355,000 ",Colton ,1140 N 2nd ST   Colton ,34.0786683,-117.3316004
3714,"$222,500 ",SFR/D,296 E,36th ST  ,SB,"3/1,0,0,0",1950/ASR,68,"222,500 ",San Bernardino (City) ,296 E 36th ST   San Bernardino (City) ,34.1569116,-117.2788863
3715,"$235,000 ",SFR/A,1268,Pepper Tree LN  ,SB,"3/1,0,1,0",1951/ASR,67,"235,000 ",San Bernardino (City) ,1268 Pepper Tree LN   San Bernardino (City) ,34.1228607,-117.2751205
3716,"$255,600 ",SFR/D,1373 W,Victoria ST  ,SB,"3/1,0,0,0",1958/ASR,60,"255,600 ",San Bernardino (City) ,1373 W Victoria ST   San Bernardino (City) ,34.1109431,-117.3156223
3717,"$270,000 ",SFR/D,4494 N,D ST  ,SB,"3/2,0,0,0",1948/ASR,70,"270,000 ",San Bernardino (City) ,4494 N D ST   San Bernardino (City) ,34.169113,-117.2920661
3718,"$409,000 ",SFR/D,3696,Rosena Ranch RD  ,SB,"3/2,0,1,0",2014/ASR,4,"409,000 ",San Bernardino (City) ,3696 Rosena Ranch RD   San Bernardino (City) ,34.1884967,-117.4233439
3719,"$179,000 ",SFR/D,679,Mormon Springs RD  ,CRLN,"2/2,0,0,0",1946/ASR,72,"179,000 ",Crestline ,679 Mormon Springs RD   Crestline ,34.24112,-117.291752
3720,"$212,000 ",SFR/D,565,Rose LN  ,TWNP,"2/1,0,0,0",1970/ASR,48,"212,000 ",,565 Rose LN   ,34.242275,-117.231468
3721,"$292,000 ",SFR/D,28410,Larchmont LN  ,LKAR,"3/1,0,1,0",1979/ASR,39,"292,000 ",Lake Arrowhead ,28410 Larchmont LN   Lake Arrowhead ,34.2378375,-117.1836063
3722,"$45,000 ",BSLP/D,307,B North   ,LKAR,"0/0,0,0,0",2018/ASR,0,"45,000 ",Lake Arrowhead ,307 B North    Lake Arrowhead ,34.2369556,-117.2039566
3723,"$270,000 ",SFR/D,1028,Grass Valley RD  ,LKAR,"2/1,0,0,0",1970/ASR,48,"270,000 ",Lake Arrowhead ,1028 Grass Valley RD   Lake Arrowhead ,34.2687728,-117.2092531
3724,"$375,000 ",SFR/D,401,Annandale DR  ,LKAR,"3/2,0,1,0",1976/ASR,42,"375,000 ",Lake Arrowhead ,401 Annandale DR   Lake Arrowhead ,34.257039,-117.223074
3725,"$379,000 ",SFR/D,28227,Arbon LN  ,LKAR,"3/2,1,1,0",1999/ASR,19,"379,000 ",Lake Arrowhead ,28227 Arbon LN   Lake Arrowhead ,34.2718036,-117.1863278
3726,"$715,000 ",SFR/D,925,Trinity DR  ,LKAR,"3/4,0,1,0",1997/PUB,21,"715,000 ",Lake Arrowhead ,925 Trinity DR   Lake Arrowhead ,34.2669742,-117.2160981
3727,"$286,000 ",SFR/D,2020,Wilderness RD  ,RSA,"3/1,1,0,0",1985/ASR,33,"286,000 ",Running Springs Area ,2020 Wilderness RD   Running Springs Area ,34.2169853,-117.1165824
3728,"$305,000 ",SFR,38980,Corte Septima   ,IND,"2/2,0,0,0",2013/ASR,5,"305,000 ",Indio ,38980 Corte Septima    Indio ,33.7657044,-116.2435428
3729,"$295,000 ",SFR,54350,Avenida Obregon   ,LQ,"3/1,1,0,0",1978/ASR,40,"295,000 ",La Quinta ,54350 Avenida Obregon    La Quinta ,33.6535308,-116.3129741
3730,"$387,500 ",SFR,52300,Eisenhower DR  ,LQ,"3/2,0,1,0",2004/ASR,14,"387,500 ",La Quinta ,52300 Eisenhower DR   La Quinta ,33.6686019,-116.3076694
3731,"$341,500 ",SFR,49421,Biery ST  ,IND,"3/2,0,1,0",2004/ASR,14,"341,500 ",Indio ,49421 Biery ST   Indio ,33.6895273,-116.2251551
3732,"$139,000 ",CONDO,156,Desert West DR  ,RM,"2/1,1,0,0",1977/ASR,41,"139,000 ",Rancho Mirage ,156 Desert West DR   Rancho Mirage ,33.789056,-116.440182
3733,"$430,000 ",SFR,73490,Sun LN  ,PDST,"3/0,2,0,0",1973/ASR,45,"430,000 ",Palm Desert ,73490 Sun LN   Palm Desert ,33.7014803,-116.3824778
3734,"$345,000 ",SFR,42610,Hastings ST  ,PDST,"4/2,0,0,0",1990/ASR,28,"345,000 ",Palm Desert ,42610 Hastings ST   Palm Desert ,33.739175,-116.3080385
3735,"$70,000 ",CONDO,64281,Spyglass AVE   #35,DHS,"2/1,0,0,0",1973/ASR,45,"70,000 ",Desert Hot Springs ,64281 Spyglass AVE   #35 Desert Hot Springs ,33.97643160000001,-116.5402628
3736,"$243,900 ",SFR/D,64370,Brae Burn AVE  ,DHS,"3/3,0,1,0",1986/ASR,32,"243,900 ",Desert Hot Springs ,64370 Brae Burn AVE   Desert Hot Springs ,33.9768497,-116.538383
3737,"$668,000 ",TWNHS/A,642 W,Huntington DR   #8,ARCD,"2/2,0,0,0",1979/ASR,39,"668,000 ",Arcadia ,642 W Huntington DR   #8 Arcadia ,34.1307811,-118.0531025
3738,"$455,000 ",SFR/D,210 E,Payson ST  ,AZU,"2/1,1,0,0",1978/ASR,40,"455,000 ",Azusa ,210 E Payson ST   Azusa ,34.1124801,-117.9063403
3739,"$370,000 ",TWNHS/A,1838 E,Covina BLVD  ,CVN,"2/1,1,0,0",1985/ASR,33,"370,000 ",Covina ,1838 E Covina BLVD   Covina ,34.098937,-117.852354
3740,"$550,000 ",SFR/D,377 E,Tudor ST  ,CVN,"3/2,0,0,0",1955/ASR,63,"550,000 ",Covina ,377 E Tudor ST   Covina ,34.10152790000001,-117.8838644
3741,"$595,000 ",SFR/D,2124,California AVE  ,DUAR,"4/2,0,0,0",1947/ASR,71,"595,000 ",Duarte ,2124 California AVE   Duarte ,34.1267144,-117.9957672
3742,"$830,000 ",SFR/D,485,Woodbluff ST  ,DUAR,"3/2,0,0,0",1979/ASR,39,"830,000 ",Duarte ,485 Woodbluff ST   Duarte ,34.1492067,-117.9457235
3743,"$1,400,000 ",SFR/D,2031,RIDGEVIEW AVE  ,LA,"3/1,1,1,0",1924,94,"1,400,000 ",Los Angeles (City) ,2031 RIDGEVIEW AVE   Los Angeles (City) ,34.13091259999999,-118.2117029
3744,"$930,000 ",SFR/D,1215,Highland AVE  ,GD,"4/0,2,1,0",1931/ASR,87,"930,000 ",Glendale ,1215 Highland AVE   Glendale ,34.1643319,-118.2744616
3745,"$715,000 ",CONDO,1130,CAMPBELL ST   #101,GD,"3/2,0,1,0",2010,8,"715,000 ",Glendale ,1130 CAMPBELL ST   #101 Glendale ,34.1626454,-118.2506943
3746,"$950,000 ",SFR/A,960,Calle Amable   ,GD,"3/3,0,0,0",1989/ASR,29,"950,000 ",Glendale ,960 Calle Amable    Glendale ,34.1628485,-118.2197219
3747,"$798,000 ",SFR/D,13661,Don Julian RD  ,LPUE,"3/1,1,0,0",1948/ASR,70,"798,000 ",La Puente ,13661 Don Julian RD   La Puente ,34.0403072,-117.9962613
3748,"$605,000 ",TWNHS/A,619,Monterey AVE   #D,MNRO,"3/3,0,0,0",1984/ASR,34,"605,000 ",Monrovia ,619 Monterey AVE   #D Monrovia ,34.1449341,-118.0145603
3749,"$1,125,000 ",SFR/D,1447 N,Mar Vista AVE  ,PAS,"3/3,0,0,0",1922/ASR,96,"1,125,000 ",Pasadena ,1447 N Mar Vista AVE   Pasadena ,34.1708188,-118.1275147
3750,"$1,100,000 ",SFR/D,3775,Blanche ST  ,PAS,"4/2,1,0,0",2018/OTH,0,"1,100,000 ",Pasadena ,3775 Blanche ST   Pasadena ,34.1432438,-118.0711255
3751,"$465,000 ",SFR/D,8327,Elmont AVE  ,PR,"2/1,0,0,0",1950/ASR,68,"465,000 ",Pico Rivera ,8327 Elmont AVE   Pico Rivera ,33.9665686,-118.1145424
3752,"$520,000 ",SFR/D,1044,La Presa AVE  ,RSMD,"4/2,0,0,0",1976/ASR,42,"520,000 ",Rosemead ,1044 La Presa AVE   Rosemead ,34.0418745,-118.0788595
3753,"$640,000 ",SFR/D,9131,Steele ST  ,RSMD,"2/2,0,0,0",1933/PUB,85,"640,000 ",Rosemead ,9131 Steele ST   Rosemead ,34.080332,-118.0702692
3754,"$690,000 ",SFR/D,18050,Gallineta ST  ,ROW,"5/2,0,1,0",1966/ASR,52,"690,000 ",Rowland Heights ,18050 Gallineta ST   Rowland Heights ,33.9779226,-117.9131314
3755,"$738,000 ",SFR/D,1558,Sekio AVE  ,ROW,"4/3,0,0,0",1976/ASR,42,"738,000 ",Rowland Heights ,1558 Sekio AVE   Rowland Heights ,33.9883947,-117.8780264
3756,"$335,000 ",SFR/D,7233,Saint Estaban ST  ,TUJ,"1/1,0,0,0",1954/ASR,64,"335,000 ",Tujunga ,7233 Saint Estaban ST   Tujunga ,34.2480861,-118.2896855
3757,"$520,000 ",SFR/D,10139,Parr AVE  ,SUNL,"3/1,0,1,0",1949/ASR,69,"520,000 ",Sunland ,10139 Parr AVE   Sunland ,34.253605,-118.3133867
3758,"$522,500 ",SFR/D,9770,Samoa AVE  ,TUJ,"2/1,0,0,0",1960/ASR,58,"522,500 ",Tujunga ,9770 Samoa AVE   Tujunga ,34.2461726,-118.2867472
3759,"$843,195 ",SFR/D,9315,Pentland ST  ,TMPL,"3/3,0,0,0",1946/PUB,72,"843,195 ",Temple City ,9315 Pentland ST   Temple City ,34.094478,-118.065321
3760,"$370,000 ",CONDO/A,16040,Leffingwell RD   #116,WH,"2/1,1,0,0",1969/ASR,49,"370,000 ",Whittier ,16040 Leffingwell RD   #116 Whittier ,33.9317526,-117.9882228
3761,"$430,000 ",SFR/D,12670,17th ST  ,CH,"4/2,0,0,0",1963/ASR,55,"430,000 ",Chino ,12670 17th ST   Chino ,34.0233163,-117.6787535
3762,"$446,000 ",SFR/D,7970,Meridian ST  ,CH,"3/2,0,1,0",2012/ASR,6,"446,000 ",Chino ,7970 Meridian ST   Chino ,33.9609786,-117.6307065
3763,"$596,000 ",TWNHS/A,2074,Lake Shore DR   #B,CHH,"3/2,0,1,0",1992/ASR,26,"596,000 ",Chino Hills ,2074 Lake Shore DR   #B Chino Hills ,33.995358,-117.760392
3764,"$715,000 ",SFR/D,3086,Windemere CT  ,CHH,"4/2,0,1,0",1987/ASR,31,"715,000 ",Chino Hills ,3086 Windemere CT   Chino Hills ,33.9786387,-117.7383223
3765,"$570,000 ",SFR/D,626,Doane AVE  ,CLAR,"3/1,0,1,0",1953/ASR,65,"570,000 ",Claremont ,626 Doane AVE   Claremont ,34.0846776,-117.7240046
3766,"$965,000 ",SFR/D,1165 N,Indian Hill BLVD  ,CLAR,"3/1,1,0,0",1925/ASR,93,"965,000 ",Claremont ,1165 N Indian Hill BLVD   Claremont ,34.10499530000001,-117.7205911
3767,"$388,000 ",SFR/D,9983,Vernon   ,MCLR,"3/2,0,1,0",1956/ASR,62,"388,000 ",Montclair ,9983 Vernon    Montclair ,34.0724982,-117.6849404
3768,"$410,000 ",SFR/D,637 W,6th ST  ,ONT,"3/1,0,0,0",1952/ASR,66,"410,000 ",Ontario ,637 W 6th ST   Ontario ,34.0848613,-117.6595499
3769,"$425,000 ",SFR/D,3362,Gingerwood RD  ,ONT,"3/2,0,1,0",1987/ASR,31,"425,000 ",Ontario ,3362 Gingerwood RD   Ontario ,34.0199834,-117.5782395
3770,"$479,000 ",SFR/D,937,Del Rancho CT  ,ONT,"3/2,0,1,0",1975/ASR,43,"479,000 ",Ontario ,937 Del Rancho CT   Ontario ,34.0366486,-117.6668833
3771,"$415,000 ",SFR/D,530 E,Alvarado ST  ,POM,"2/1,0,0,1",1914/PUB,104,"415,000 ",Pomona ,530 E Alvarado ST   Pomona ,34.0674515,-117.7430663
3772,"$430,000 ",SFR/D,1562,Mc Comas ST  ,POM,"3/1,0,0,0",1947/ASR,71,"430,000 ",Pomona ,1562 Mc Comas ST   Pomona ,34.048187,-117.7739171
3773,"$355,000 ",CONDO/A,9815,Madonna CT  ,RCUC,"2/2,0,1,0",1985/ASR,33,"355,000 ",Rancho Cucamonga ,9815 Madonna CT   Rancho Cucamonga ,34.1126289,-117.5908778
3774,"$499,000 ",SFR/D,7195,Meadowlark PL  ,RCUC,"3/2,0,0,0",1985/ASR,33,"499,000 ",Rancho Cucamonga ,7195 Meadowlark PL   Rancho Cucamonga ,34.1237396,-117.5725043
3775,"$535,000 ",SFR/D,7249,Fermo PL  ,RCUC,"3/2,0,1,0",1994/ASR,24,"535,000 ",Rancho Cucamonga ,7249 Fermo PL   Rancho Cucamonga ,34.1224341,-117.5496076
3776,"$393,200 ",SFR/D,762 N,Vallejo WAY  ,UPL,"3/1,0,0,0",1951/ASR,67,"393,200 ",Upland ,762 N Vallejo WAY   Upland ,34.1028086,-117.6595499
3777,"$179,000 ",SFR/A,11716,Juniper DR  ,APPV,"2/2,0,0,0",1986/ASR,32,"179,000 ",Apple Valley ,11716 Juniper DR   Apple Valley ,34.464398,-117.245452
3778,"$290,000 ",SFR/D,21293,Ramona AVE  ,APPV,"4/2,0,1,0",2006/BLD,12,"290,000 ",Apple Valley ,21293 Ramona AVE   Apple Valley ,34.5204293,-117.1995136
3779,"$449,900 ",CONDO/A,30,Hollyhock LN  ,AV,"2/1,0,0,1",1984/ASR,34,"449,900 ",Aliso Viejo ,30 Hollyhock LN   Aliso Viejo ,33.5705285,-117.7104006
3780,"$309,000 ",CONDO/A,27646,Susan Beth WAY   #C,SAU,"2/1,0,0,0",1984/ASR,34,"309,000 ",Saugus ,27646 Susan Beth WAY   #C Saugus ,34.4444476,-118.5106005
3781,"$888,000 ",CONDO,1872,MIDVALE AVE   #105,LA,"2/2,0,0,0",1991/ASR,27,"888,000 ",Los Angeles (City) ,1872 MIDVALE AVE   #105 Los Angeles (City) ,34.0480223,-118.4362996
3782,"$932,800 ",CONDO,1943,PELHAM AVE   #101,LA,"3/1,2,0,0",2011/ASR,7,"932,800 ",Los Angeles (City) ,1943 PELHAM AVE   #101 Los Angeles (City) ,34.0496607,-118.4303746
3783,"$2,166,085 ",SFR/D,10354,LOUISIANA AVE  ,LA,"4/3,0,0,0",1925,93,"2,166,085 ",Los Angeles (City) ,10354 LOUISIANA AVE   Los Angeles (City) ,34.0525398,-118.4195278
3784,"$2,664,118 ",SFR/D,1008,HILTS AVE  ,LA,"4/2,0,2,0",1935,83,"2,664,118 ",Los Angeles (City) ,1008 HILTS AVE   Los Angeles (City) ,34.0634346,-118.4356827
3785,"$750,000 ",CONDO,612 S,BARRINGTON AVE   #214,LA,"2/2,0,0,0",1972,46,"750,000 ",Los Angeles (City) ,612 S BARRINGTON AVE   #214 Los Angeles (City) ,34.0573628,-118.4676566
